Birim numarasý,Hanehalký tipi,Oturulan konutun tipi,Oturulan konutun mülkiyet durumu,Aylýk ödenen kira tutarý,Konutu kiralama þekli,Lojmandan faydalanan ferdin sýra numarasý,Aylýk izafi kira,Sahip olunan konutun borcu veya ipoteði olup olmadýðý,Oturulan konutun piyasa deðeri,Bu konutta ne kadar süredir oturulduðu (Yýl),Bu konutta ne kadar süredir oturulduðý (Ay),Oturulan binanýn yapýlýþ tarihi,Oturulan konutun oda sayýsý (salon dahil),Oturulan konutun faydalanýlan net alaný (metrekare),Salon zemin yapýsý,Oda zemin yapýsý,Mutfak zemin yapýsý,Banyo zemin yapýsý,Temel ýsýtma sistemi,Isýnma amacýyla kullanýlan yakýt türü 1,Isýnma amacýyla kullanýlan yakýt türü 2,Isýnma amacýyla kullanýlan yakýt türü 3,Yemek piþirmek amacýyla kullanýlan temel yakýt türü,Sýcak su elde etmek amacýyla kullanýlan temel yakýt türü,Günlük alýþveriþ hizmetlerine ulaþma zorluðu,Bankacýlýk hizmetlerine ulaþma zorluðu,Posta hizmetlerine ulaþma zorluðu,Toplu ulaþým hizmetlerine ulaþma zorluðu,Saðlýk merkezi hizmetlerine ulaþma zorluðu,Zorunlu eðitim okullarýna ulaþma zorluðu,Ýkinci konutun olup olmadýðý,Banyo sahipliði,Sauna sahipliði,Jakuzi sahipliði,Tuvalet (Ev içinde) sahipliði,Mutfak sahipliði,Çöp öðütücü sahipliði,Kalorifer sahipliði,Tabandan ýsýtma sistemi sahipliði,Borulu su sistemi (Þebeke suyu) sahipliði,Doðalgaz sahipliði,"Sýcak su (güneþ enerjisi, kombi, devamlý sýcak su, vb.) sahipliði",Kablolu yayýn sahipliði,Asansör sahipliði,Kapalý garaj sahipliði,Yüzme havuzu (Baðýmsýz veya müþterek) sahipliði,Jeneratör (Baðýmsýz veya müþterek) sahipliði,Güvenlik görevlisi/sistemi sahipliði,Balkon sahipliði,Bahçe sahipliði,Çocuk oyun alaný sahipliði,Telefon hattý sayýsý,Cep telefonu sayýsý,Bilgisayar sayýsý,Internet aboneliði  sayýsý,"Panel TV (Plazma, LCD, LED, 3D vb.) sayýsý",Video kamera  sayýsý,Uydu anteni  sayýsý,Buzdolabý  sayýsý,Derin dondurucu sayýsý,Bulaþýk makinesi sayýsý,Mikrodalga fýrýn sayýsý,Otomatik çamaþýr makinesi sayýsý,Çamaþýr kurutma makinesi sayýsý,Halý yýkama makinesi sayýsý,Klima  sayýsý,Oyun konsolu sayýsý,"Otomobil (binek, 4x4, van vb.) sayýsý","Ýþverence saðlanan araç (otomobil,minibüs,vb.) sayýsý",Motosiklet sayýsý,Motorlu-motorsuz deniz taþýtlarý sayýsý,Müstakil konut sahipliði,Müstakil konut miktarý,Müstakil konutun kiraya verilen miktarý,Müstakil konutun toplam aylýk kira degeri,Apartman dairesi sahipliði,Apartman dairesi miktarý,Apartman dairesi kiraya verilen miktarý,Apartman dairesi toplam aylýk kira degeri,Yazlýk sahipliði,Yazlýk miktarý,Yazlýk kiraya verilen miktarý,Yazlýk toplam aylýk kira degeri,Tarla sahipliði,Tarla miktarý,Tarla kiraya verilen miktarý,Tarla toplam aylýk kira degeri,Bað sahipliði,Bað miktarý,Bað kiraya verilen miktarý,Bað toplam aylýk kira degeri,Sera sahipliði,Sera miktarý,Sera kiraya verilen miktarý,Sera toplam aylýk kira degeri,Arsa sahipliði,Arsa miktarý,Arsa kiraya verilen miktarý,Arsa toplam aylýk kira degeri,"Dükkan, depo sahipliði","Dükkan, depo miktarý","Dükkan, depo kiraya verilen miktarý","Dükkan, depo toplam aylýk kira degeri","Otel, motel, pansiyon sahipliði","Otel, motel, pansiyon miktarý","Otel, motel, pansiyon kiraya verilen miktarý","Otel, motel, pansiyon toplam aylýk kira degeri",Elektrikli bisiklet sayýsý,Sigara içme alýþkanlýðý olan fert olup olmadýðý,Alkol içme alýþkanlýðý olan fert olup olmadýðý,Dýþarýda yemek yeme alýþkanlýðýnýn olup olmadýðý,Günlük gazete satýn alma alýþkanlýðý olup olmadýðý,Aylýk/haftalýk dergi veya mecmua satýn alma alýþkanlýðý olup olmadýðý,"Sinema, tiyatro, spor müsabakasý vb. yerlere gitme alýþkanlýðý olup olmadýðý",Ücretli TV yayýn aboneliði olup olmadýðý,"Ücret ödeyerek spor, eðlence, kültür vb. amaçlý faaliyette bulunup bulunmadýðý",Þans oyunlarý oynama alýþkanlýðý olup olmadýðý,"Kahvehane, kafe, lokal, internet kafe vb. yerlere gitme alýþkanlýðý olup olmadýðý","Hayat sigortasý, bireysel emeklilik primi veya isteðe baðlý sigorta primi ödenip ödenmediði",Kredi kartý kullanýlýp kullanýlmadýðý,Pazara gitme alýþkanlýðý olup olmadýðý,INTERNET_ALISVERIS_SIKLIK,Tasarrufu deðerlendirme þekli_1,Tasarrufu deðerlendirme þekli_2,Tasarrufu deðerlendirme þekli_3,Tasarrufu deðerlendirme þekli_4,Yýllýk kullanýlabilir hanehalký geliri (TL),OECD eþdeðer fert büyüklüðü,Hanehalký bazýnda harcama deðeri (TL),Hanehalký büyüklüðü,Faktor
1509608,1,4,1,,,,650,1,190000,2,,8,4,120,1,1,3,3,2,3,,,3,3,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,1,2,2,2,1,1,1,90,,,,83063.34,1.8,3965.59,3,710.8425937
1509609,2,4,2,320,2,,,,,5,,5,3,60,4,4,3,3,3,3,,,3,3,2,2,2,3,4,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,0,3,1,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,1,2,1,2,1,1,2,90,,,,15629.29,2.3,2205.08,4,556.99883719
1509610,4,4,1,,,,400,2,60000,32,,5,3,72,1,1,1,3,3,3,,,3,3,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,0,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,19574.09,1.5,2877.89,2,557.11914328
1509612,2,3,4,,,,250,,,5,,5,4,117,1,1,4,3,5,11,12,,3,3,4,4,4,2,4,4,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,0,2,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,1,2,2,1,1,2,90,,,,31575.18,2.1,1910.19,4,738.31010148
1509613,5,2,1,,,,100,2,30000,30,,5,3,90,6,6,3,3,5,11,,,11,11,5,5,5,5,5,5,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,1,30,0,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,7509.07,2,1861.65,3,944.94099072
1509615,6,1,1,,,,100,2,30000,45,,3,5,100,2,2,2,3,5,11,,,4,5,5,5,5,5,5,5,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,1,25,0,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,30369.22,1,809.48,1,1777.4667862
1509616,6,1,4,,,,100,,,40,,3,3,70,2,2,2,,5,11,,,11,11,5,5,5,5,5,5,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,98,,,,12246,1,706.7,1,1765.1259205
1509617,6,1,4,,,,100,,,43,,2,3,70,2,2,2,6,5,11,,,4,11,5,5,5,5,5,5,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,8809.81,1,957.6,1,1777.4667862
1509618,2,1,4,,,,100,,,1,,3,3,80,2,2,2,,5,11,,,11,11,5,5,5,5,5,5,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,1,11,0,,2,,,,1,100,0,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,9649.65,2.5,1542.93,4,956.04144642
1509619,5,3,1,,,,400,1,90000,8,,8,3,84,1,1,3,3,3,3,,,3,3,4,4,4,4,4,4,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,98,,,,51324.29,2.8,1767.42,5,843.86821928
1509620,6,3,1,,,,500,2,100000,2,,7,4,180,1,1,3,3,3,3,,,3,3,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,3,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,,,,1,4,3,1600,2,,,,1,130,30,500,2,,,,2,,,,2,,,,1,5,1,2700,2,,,,0,1,1,1,1,2,1,1,2,1,2,1,1,2,2,8,,,,55530.31,1,8518.81,1,1098.9035742
1509621,5,3,1,,,,400,2,100000,3,,7,3,110,1,1,3,3,3,3,,,3,3,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,0,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,30599.6,2,1501.38,3,556.94287513
1509622,1,3,1,,,,400,2,80000,15,,6,3,100,2,2,3,3,2,3,,,3,3,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,0,3,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,1,900,2,,,,0,1,2,2,2,2,2,2,1,2,2,2,1,1,2,90,,,,49361.92,2,3433.9,3,564.73121538
1509623,5,3,1,,,,400,2,100000,19,,6,4,120,1,1,3,3,3,3,,,3,3,3,3,3,3,3,3,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,0,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,1,4,0,,2,,,,2,,,,1,1,0,,2,,,,2,,,,1,2,2,1350,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,98,,,,52156.96,2.5,1605.54,4,557.20210025
1509624,6,3,1,,,,400,2,100000,28,,5,4,100,2,2,3,3,5,11,12,6,4,11,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,1,2,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,14642.56,1,786.25,1,1091.2739985
1509625,4,1,1,,,,200,2,50000,0,6,8,4,100,6,6,6,6,5,11,13,,4,4,3,3,3,3,3,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,11721.84,1.5,1131.83,2,558.12522762
1509626,6,1,1,,,,200,2,55000,20,,5,4,100,1,1,6,6,5,11,13,,4,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,3,1,0,2,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,38378.71,2,1599.41,3,558.14840134
1509627,1,1,1,,,,250,2,50000,40,,3,4,100,6,6,6,6,5,11,12,,4,4,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,33635.21,2,2388.77,3,558.86308855
1509628,2,1,4,,,,250,,,6,,8,3,90,1,1,3,3,5,11,12,,12,6,3,3,3,3,3,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,0,2,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,18664.8,2.3,1287.28,4,558.34919911
1509629,1,1,1,,,,200,2,45000,30,,5,3,90,6,6,3,3,5,11,12,,4,4,4,4,4,4,4,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,7,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,16339.1,2,812.64,3,556.75699236
1509630,4,1,1,,,,200,2,50000,40,,4,3,90,1,1,3,3,5,11,12,,4,4,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,1,150,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,36235.97,1.5,2667.07,2,557.65411094
1509631,4,4,1,,,,600,2,130000,4,,6,4,125,1,1,3,3,3,3,,,3,3,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,0,3,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,,,,1,2,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,21781.1,1.5,1916.4,2,1663.8274519
1509632,4,4,4,,,,400,,,7,,6,4,100,1,1,7,3,3,3,,,3,3,1,2,2,1,4,3,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,0,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,23057.45,1.5,1941.67,2,2544.0066628
1509633,1,4,1,,,,350,2,80000,10,,6,4,90,7,7,7,3,5,11,12,,4,5,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,220,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,32589.75,2,1882,3,1684.6962445
1509634,3,4,1,,,,500,2,130000,3,,8,4,130,1,1,3,3,3,3,,,3,3,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,27587.64,2.6,2015.46,5,1429.8078208
1509635,1,4,1,,,,400,2,70000,10,,6,4,100,1,1,3,3,5,11,12,,4,4,1,1,1,1,4,4,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,58069.56,2,3268.49,3,2333.2286648
1509636,1,4,4,,,,400,,,5,,6,4,90,1,1,3,3,5,11,12,,4,5,1,4,3,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,2,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,19829.99,1.8,1197.17,3,1924.4627101
1509637,1,4,1,,,,500,2,150000,9,,8,4,145,1,1,3,3,3,3,,,3,3,2,3,3,2,2,3,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,1,1,0,,2,,,,2,,,,2,,,,2,,,,1,1,0,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,1,1,2,2,90,,,,63442.05,1.8,2022.54,3,1235.592249
1509638,3,4,2,400,2,,,,,10,,7,4,145,1,1,3,3,2,3,,,3,3,1,3,3,2,3,4,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,35648.98,2.8,2651.52,5,1851.8743781
1509639,5,4,2,500,1,,,,,8,,6,4,145,1,1,3,3,3,3,,,3,3,2,4,4,2,3,3,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,1,0,4,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,90,,,,46788.96,2.5,2725.43,4,1905.8839243
1509640,3,4,1,,,,650,2,150000,10,,7,4,140,1,1,3,3,2,3,,,3,3,2,5,5,1,4,3,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,1,5,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1,90,,,,47189.01,3.3,2392.28,6,2823.2755596
1509641,2,4,2,500,2,,,,,10,,7,4,145,1,1,3,3,2,3,,,3,3,2,4,4,3,4,4,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,0,4,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,1,1,2,2,1,2,2,90,,,,38776.8,2.5,2973.3,4,2715.9091525
1509643,2,1,1,,,,250,2,250000,2,,8,6,180,1,1,3,3,5,11,12,,4,6,3,5,5,5,5,5,1,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,3,3,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,1,3,2,900,2,,,,1,260,0,,1,5,0,,2,,,,2,,,,1,1,1,2500,2,,,,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,,,,98139.26,2.3,1397.4,4,555.99632751
1509644,5,1,1,,,,200,2,150000,7,,8,5,150,6,6,6,6,5,11,13,,4,6,4,4,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,60,0,,1,1,0,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,41228.16,3.1,1425.03,6,574.32427027
1509645,6,1,1,,,,100,2,60000,30,,5,3,75,6,6,6,6,5,11,12,13,4,6,5,5,5,5,5,5,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,12417.02,1,1038.11,1,559.3911534
1509646,5,1,1,,,,100,2,50000,25,,3,4,100,6,6,3,3,5,11,12,,4,6,3,3,3,3,3,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,1,60,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,1,2,1,2,2,90,,,,26222.59,2.5,2188.89,4,558.06889577
1509647,5,1,1,,,,100,2,30000,36,,4,3,70,6,6,6,6,5,13,,,4,6,3,3,3,3,4,3,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,,2,,,,2,,,,1,75,0,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,37832.01,3.2,2041.87,7,560.14146403
1509650,5,4,1,,,,600,2,170000,5,,8,4,135,1,1,3,3,2,3,,,3,3,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,0,2,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,,,,1,2,1,475,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,98,,,,36411.51,2,3143.55,3,2495.9271222
1509651,2,4,1,,,,700,2,160000,5,,8,4,130,1,1,3,3,2,3,,,3,3,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,0,2,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,2,,,,1,2,1,400,2,,,,1,7,0,,1,1,0,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,1,2,2,1,2,2,2,2,1,2,3,5,,,93323.21,2.1,8789.09,4,2243.6835836
1509652,3,4,3,0,,1,600,,,5,,8,3,125,1,1,3,3,2,3,,,3,4,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,0,4,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,19891.73,3.1,1313.89,6,2864.3440655
1509654,4,4,1,,,,750,1,180000,5,,8,4,135,1,1,3,3,2,3,,,3,3,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,0,2,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,2,,,,1,1,0,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,90,,,,40467.24,1.5,2276.41,2,1981.5899837
1509656,4,1,1,,,,100,2,30000,29,,4,2,55,6,6,6,6,5,11,13,,4,4,4,4,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,30,0,,1,2,0,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,9277.9,1.5,422.43,2,1076.2512684
1509657,5,1,1,,,,100,2,50000,35,,4,4,120,6,6,3,3,5,11,13,,4,6,4,4,4,4,4,4,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,,1,1,1,500,2,,,,1,15,0,,1,4,0,,2,,,,1,1,0,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,21055.78,2,1022.5,3,908.97144159
1509658,3,1,1,,,,100,2,10000,55,,2,3,80,6,6,3,3,5,11,13,,4,6,3,3,3,3,3,3,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,22,0,,1,4,0,,2,,,,2,,,,2,,,,2,,,,0,1,2,2,2,2,2,2,2,2,1,2,1,1,2,3,,,,34964.06,2,794.85,3,770.82639737
1509659,2,1,4,,,,100,,,7,,3,3,90,6,6,6,6,5,12,11,13,4,5,3,4,4,4,4,4,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,1,0,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,90,,,,31964.64,1.6,374.57,3,804.66790924
1509660,4,1,1,,,,100,2,40000,35,,3,3,100,6,6,6,6,5,11,13,,4,6,4,4,4,4,4,4,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,2,,,,2,,,,1,35,20,80,1,6,0,,2,,,,2,,,,2,,,,2,,,,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,90,,,,9551.14,1.5,651,2,1139.3248185
